time, precipm, precipi
2011-12-07 21:59, 1.0, 0.04
2011-12-07 22:31, 6.3, 0.25
2011-12-07 22:41, 6.6, 0.26
2011-12-07 22:53, 0.0, 0.00
2011-12-07 23:19, 1.8, 0.07
2011-12-07 23:28, 2.3, 0.09
2011-12-07 23:43, 3.3, 0.13
2011-12-07 23:51, 4.3, 0.17
2011-12-08 00:03, 0.8, 0.03
2011-12-08 00:14, 1.0, 0.04
2011-12-08 00:51, 1.5, 0.06
2011-12-08 01:10, 0.0, 0.00
2011-12-08 01:51, 2.0, 0.08
2011-12-08 02:51, 1.0, 0.04
